Topic	Doc_ID	Title	words
26	2373	Neurologic Manifestations of the World Health Organization's List of Pandemic and Epidemic Diseases	covid 19 sars cov infection
-1	2374	TEI - Plant-Human Embodied Biofeedback (pheB): A Soft Robotic Surface for Emotion Regulation in Confined Physical Space	health care study research used
-1	2375	The Development of iManage-PC, an Online Symptom Monitoring and Self-management Tool for Men With Clinically Localized Prostate Cancer.	health care study research used
-1	2376	Evaluating Belief System Networks as a Theory of Political Belief System Dynamics.	health care study research used
-1	2377	Uncertainty Theory Based Partitioning for Cyber-Physical Systems with Uncertain Reliability Analysis	health care study research used
5	2378	Spontaneous Aggregation of Convective Storms	surface italic satellite ocean observations
-1	2379	Sustaining Effectiveness in Global Teams: The Coevolution of Knowledge Management Activities and Technology Affordances	health care study research used
23	2380	The Role of Exercise Testing in Pulmonary Vascular Disease: Diagnosis and Management.	pulmonary heart ventricular af ecmo
30	2381	Computing Approximate Equilibria in Weighted Congestion Games via Best-Responses	security privacy computing attacks communication
25	2382	Data-Driven Tuning for Chance-Constrained Optimization: Two Steps Towards Probabilistic Performance Guarantees	control optimization optimal problem tracking
33	2383	The Network Visibility Problem	privacy trust media influence marketing
5	2384	An open-source low-cost sensor for SNR-based GNSS reflectometry: design and long-term validation towards sea-level altimetry	surface italic satellite ocean observations
19	2385	Pathophysiology of Immunologic and Nonimmunologic Systemic Reactions Including Anaphylaxis.	anaphylaxis itch allergic topical epinephrine
12	2386	Fully Digital Workflow for Fabrication of A 3D Printed Ear Stent for Auricular Keloids: A Technique Article.	retinal eye eyes vision oct
-1	2387	Event-Driven Off-Policy Reinforcement Learning for Control of Interconnected Systems.	health care study research used
16	2388	Association of Plasma p-tau181 and p-tau231 Concentrations With Cognitive Decline in Patients With Probable Dementia With Lewy Bodies.	pd ad cognitive alzheimer brain
9	2389	Reservoir Memory Machines as Neural Computers.	learning network image deep neural
-1	2390	Amebiasis and Amebic Liver Abscess in Children.	health care study research used
9	2391	Checklist for Evaluation of Image-Based Artificial Intelligence Reports in Dermatology: CLEAR Derm Consensus Guidelines From the International Skin Imaging Collaboration Artificial Intelligence Working Group.	learning network image deep neural
23	2392	Agreement Between the TEG 6s and TEG 5000 Analyzers in Extracorporeal Membrane Oxygenation.	pulmonary heart ventricular af ecmo
-1	2393	Effects of gender on income and family planning for diplomates of the American College of Zoological Medicine.	health care study research used
9	2394	Fast Post-Hoc Normalization for Brain Inspired Sparse Coding on a Neuromorphic Device	learning network image deep neural
-1	2395	Associations of Multiple Measures of Openness to Experience with a Brief Questionnaire of Positive, Negative, and Disorganized Schizotypy	health care study research used
-1	2396	Do Electronic Health Record Systems Increase Medicare Reimbursements? The Moderating Effect of the Recovery Audit Program	health care study research used
38	2397	Multidisciplinary Perspectives on Diversity and Equity in a Virtual World - Response to Diversity in a Digital World	students chapter jats education student
4	2398	Differences in postembryonic dorsal fin development resulted in phenotypic divergence in two goldfish strains, Red Cap Oranda and Ranchu	species fish fisheries marine diversity
7	2399	Thermally efficient corbel connections for insulated sandwich wall panels	concrete asphalt seismic soil masonry
-1	2400	Physiological Effects of Azaperone and Midazolam On Netgun-Captured Mule Deer (Odocoileus hemionus).	health care study research used
24	2401	GLI3 Is Stabilized by SPOP Mutations and Promotes Castration Resistance via Functional Cooperation with Androgen Receptor in Prostate Cancer.	cell cells cancer tumor survival
35	2402	Morale and Debt Dynamics	financial banks monetary debt stock
17	2403	Perioperative systemic nonsteroidal anti-inflammatory drugs (NSAIDs) in women undergoing breast surgery.	opioid alcohol use cud oud
23	2404	Outcomes Associated With Catheter Ablation of Ventricular Tachycardia in Patients With Cardiac Sarcoidosis.	pulmonary heart ventricular af ecmo
13	2405	Increased Rates of Obstetric Complications Prior to Systemic Sclerosis Diagnosis.	fetal ultrasound placenta pas placental
2	2406	Earthworms, Darwin and prehistoric agriculture-Chernozem genesis reconsidered	mantle rocks zircon ma minerals
-1	2407	Spatial variation of organic carbon sequestration in large lakes and implications for carbon stock quantification	health care study research used
36	2408	Pumping the Brakes: Examining the Impact of CEO Political Ideology Divergence on Firm Responses	innovation firm firms organizational entrepreneurs
36	2409	Missing Women in Tech: The Labor Market for Highly Skilled Software Engineers	innovation firm firms organizational entrepreneurs
38	2410	The Linguistic Environments of Digital Games: A Discriminant Analysis of Language Use in Game Mechanics	students chapter jats education student
25	2411	Scalable Zonotopic Under-Approximation of Backward Reachable Sets for Uncertain Linear Systems	control optimization optimal problem tracking
31	2412	Passengers' travel behavior before and after the adjustment of regular bus collinear sections: A case study in the incipient phase of metro operation in Xiamen	transit traffic vehicle travel transportation
16	2413	A randomized single and multiple ascending dose study in healthy volunteers of LTI-291, a centrally penetrant glucocerebrosidase activator.	pd ad cognitive alzheimer brain
-1	2414	Mammalian Digit Tip Regeneration: Moving from Phenomenon to Molecular Mechanism	health care study research used
-1	2415	Capillary Microfluidics for Monitoring Medication Adherence.	health care study research used
24	2416	Abstract PD2-04: Updated overall survival (OS) results from the phase III MONALEESA-7 trial of pre- or perimenopausal patients with hormone receptor positive/human epidermal growth factor receptor 2 negative (HR+/HER2−) advanced breast cancer (ABC) treated with endocrine therapy (ET) ± ribociclib	cell cells cancer tumor survival
-1	2417	The Development and Evaluation of a Backpack LiDAR System for Accurate and Efficient Forest Inventory	health care study research used
5	2418	ATMS Radiance Data Products Calibration and Evaluation	surface italic satellite ocean observations
9	2419	Unsupervised Domain Adaptation with Content-wise Alignment for Hyperspectral Imagery Classification	learning network image deep neural
-1	2420	Open data innovation: Visualizations and process redesign as a way to bridge the transparency-accountability gap	health care study research used
-1	2421	Diurnal Photoreceptor Outer Segment Renewal in Mice Is Independent of Galectin-3.	health care study research used
-1	2422	Breastfeeding initiation among women with chronic hypertension superimposed on pregestational diabetes mellitus.	health care study research used
21	2423	Modeling, Implementing and Evaluating of an Advanced Dual Axis Heliostat Drive System	power energy load voltage proposed
-1	2424	CRISPR/Cas9-mediated genome editing reveals 12 testis-enriched genes dispensable for male fertility in mice.	health care study research used
38	2425	Advances in Religious and Cultural Studies - Negotiating Virtual Learning During a Pandemic: The Promise of Restorative Practices	students chapter jats education student
-1	2426	On the challenges of predicting microscopic dynamics of online conversations	health care study research used
-1	2427	Surgery Sequencing Coordination with Recovery Resource Constraints	health care study research used
24	2428	The STAT3-MYC Axis Promotes Survival of Leukemia Stem Cells by Regulating SLC1A5 and Oxidative Phosphorylation.	cell cells cancer tumor survival
-1	2429	Robotics-guided placement of second set of screws in one pedicle: A case report	health care study research used
3	2430	Fungicide sensitivity of Colletotrichum species causing bitter rot of apple in the Mid-Atlantic United States.	plant plants species isolates cultivars
-1	2431	Effect of geometric magnification on dimensional measurements with a metrology-grade X-ray computed tomography system	health care study research used
36	2432	When Does the Underdog Win	innovation firm firms organizational entrepreneurs
-1	2433	Effect of ammonium nitrate on novel cactus pear genotypes aided by biobattery in a semi-arid ecosystem	health care study research used
24	2434	Bladder cancer-associated transcript 2 contributes to nephroblastoma progression.	cell cells cancer tumor survival
9	2435	Copula-based time series with filtered nonstationarity	learning network image deep neural
26	2436	Sleeping through a pandemic: impact of COVID-19 related restrictions on narcolepsy and idiopathic hypersomnia.	covid 19 sars cov infection
